Tarix (gün.ay.il);Stansiya;Gündəlik gediş sayı
2026-01-02 00:00:00,000;"Ganjlik";10570
2026-01-02 00:00:00,000;"Ganjlik";2851
2026-01-02 00:00:00,000;"Ganjlik";5362
2026-01-03 00:00:00,000;"Ganjlik";14602
2026-01-03 00:00:00,000;"Ganjlik";4138
2026-01-03 00:00:00,000;"Ganjlik";7290
2026-01-04 00:00:00,000;"Ganjlik";12334
2026-01-04 00:00:00,000;"Ganjlik";3431
2026-01-04 00:00:00,000;"Ganjlik";6437
2026-01-05 00:00:00,000;"Ganjlik";23154
2026-01-05 00:00:00,000;"Ganjlik";6375
2026-01-05 00:00:00,000;"Ganjlik";13329
2026-01-06 00:00:00,000;"Ganjlik";23619
2026-01-06 00:00:00,000;"Ganjlik";5968
2026-01-06 00:00:00,000;"Ganjlik";13920
2026-01-07 00:00:00,000;"Ganjlik";6236
2026-01-07 00:00:00,000;"Ganjlik";13112
2026-01-07 00:00:00,000;"Ganjlik";22843
2026-01-08 00:00:00,000;"Ganjlik";23525
2026-01-08 00:00:00,000;"Ganjlik";14281
2026-01-08 00:00:00,000;"Ganjlik";6506
2026-01-09 00:00:00,000;"Ganjlik";6498
2026-01-09 00:00:00,000;"Ganjlik";14853
2026-01-09 00:00:00,000;"Ganjlik";23671
2026-01-10 00:00:00,000;"Ganjlik";16451
2026-01-10 00:00:00,000;"Ganjlik";4497
2026-01-10 00:00:00,000;"Ganjlik";9857
2026-01-11 00:00:00,000;"Ganjlik";3284
2026-01-11 00:00:00,000;"Ganjlik";7165
2026-01-11 00:00:00,000;"Ganjlik";11794
2026-01-12 00:00:00,000;"Ganjlik";24075
2026-01-12 00:00:00,000;"Ganjlik";5941
2026-01-12 00:00:00,000;"Ganjlik";11696
2026-01-13 00:00:00,000;"Ganjlik";23524
2026-01-13 00:00:00,000;"Ganjlik";5894
2026-01-14 00:00:00,000;"Ganjlik";19986
2026-01-14 00:00:00,000;"Ganjlik";5111
2026-01-14 00:00:00,000;"Ganjlik";30867
2026-01-15 00:00:00,000;"Ganjlik";21884
2026-01-15 00:00:00,000;"Ganjlik";6943
2026-01-15 00:00:00,000;"Ganjlik";14564
2026-01-16 00:00:00,000;"Ganjlik";24395
2026-01-16 00:00:00,000;"Ganjlik";6615
2026-01-16 00:00:00,000;"Ganjlik";16342
2026-01-17 00:00:00,000;"Ganjlik";15866
2026-01-17 00:00:00,000;"Ganjlik";4405
2026-01-17 00:00:00,000;"Ganjlik";10187
2026-01-18 00:00:00,000;"Ganjlik";10025
2026-01-18 00:00:00,000;"Ganjlik";2674
2026-01-18 00:00:00,000;"Ganjlik";6859
2026-01-19 00:00:00,000;"Ganjlik";23182
2026-01-19 00:00:00,000;"Ganjlik";6045
2026-01-19 00:00:00,000;"Ganjlik";15947
2026-01-20 00:00:00,000;"Ganjlik";10174
2026-01-20 00:00:00,000;"Ganjlik";2678
2026-01-20 00:00:00,000;"Ganjlik";6964
2026-01-21 00:00:00,000;"Ganjlik";25498
2026-01-21 00:00:00,000;"Ganjlik";7237
2026-01-21 00:00:00,000;"Ganjlik";19808
2026-01-22 00:00:00,000;"Ganjlik";22957
2026-01-22 00:00:00,000;"Ganjlik";6098
2026-01-22 00:00:00,000;"Ganjlik";16567
2026-01-23 00:00:00,000;"Ganjlik";22657
2026-01-23 00:00:00,000;"Ganjlik";5967
2026-01-23 00:00:00,000;"Ganjlik";16263
2026-01-24 00:00:00,000;"Ganjlik";16081
2026-01-24 00:00:00,000;"Ganjlik";4270
2026-01-24 00:00:00,000;"Ganjlik";11184
2026-01-25 00:00:00,000;"Ganjlik";11105
2026-01-25 00:00:00,000;"Ganjlik";2957
2026-01-25 00:00:00,000;"Ganjlik";8011
2026-01-26 00:00:00,000;"Ganjlik";23247
2026-01-26 00:00:00,000;"Ganjlik";5947
2026-01-26 00:00:00,000;"Ganjlik";16868
2026-01-27 00:00:00,000;"Ganjlik";22309
2026-01-27 00:00:00,000;"Ganjlik";5771
2026-01-27 00:00:00,000;"Ganjlik";16837
2026-01-28 00:00:00,000;"Ganjlik";22055
2026-01-28 00:00:00,000;"Ganjlik";5617
2026-01-28 00:00:00,000;"Ganjlik";15885
2026-01-29 00:00:00,000;"Ganjlik";15911
2026-01-29 00:00:00,000;"Ganjlik";5434
2026-01-29 00:00:00,000;"Ganjlik";21502
2026-01-30 00:00:00,000;"Ganjlik";22682
2026-01-30 00:00:00,000;"Ganjlik";5687
2026-01-30 00:00:00,000;"Ganjlik";17179
2026-01-31 00:00:00,000;"Ganjlik";16697
2026-01-31 00:00:00,000;"Ganjlik";4427
2026-01-31 00:00:00,000;"Ganjlik";12317
2026-02-01 00:00:00,000;"Ganjlik";12351
2026-02-01 00:00:00,000;"Ganjlik";3318
2026-02-01 00:00:00,000;"Ganjlik";9430
2026-02-02 00:00:00,000;"Ganjlik";20839
2026-02-02 00:00:00,000;"Ganjlik";5186
2026-02-02 00:00:00,000;"Ganjlik";15746
2026-02-03 00:00:00,000;"Ganjlik";15465
2026-02-03 00:00:00,000;"Ganjlik";19685
2026-02-03 00:00:00,000;"Ganjlik";5077
2026-02-04 00:00:00,000;"Ganjlik";3987
2026-02-04 00:00:00,000;"Ganjlik";12737
2026-02-04 00:00:00,000;"Ganjlik";15981
2026-02-05 00:00:00,000;"Ganjlik";4799
2026-02-05 00:00:00,000;"Ganjlik";17466
2026-02-05 00:00:00,000;"Ganjlik";13971
2026-02-06 00:00:00,000;"Ganjlik";19049
2026-02-06 00:00:00,000;"Ganjlik";5257
2026-02-06 00:00:00,000;"Ganjlik";15282
2026-02-07 00:00:00,000;"Ganjlik";12773
2026-02-07 00:00:00,000;"Ganjlik";15650
2026-02-07 00:00:00,000;"Ganjlik";4220
2026-02-08 00:00:00,000;"Ganjlik";11791
2026-02-08 00:00:00,000;"Ganjlik";3280
2026-02-08 00:00:00,000;"Ganjlik";9994
2026-02-09 00:00:00,000;"Ganjlik";19608
2026-02-09 00:00:00,000;"Ganjlik";5244
2026-02-09 00:00:00,000;"Ganjlik";15743
2026-02-10 00:00:00,000;"Ganjlik";16645
2026-02-10 00:00:00,000;"Ganjlik";4608
2026-02-10 00:00:00,000;"Ganjlik";14077
2026-02-11 00:00:00,000;"Ganjlik";14647
2026-02-11 00:00:00,000;"Ganjlik";17396
2026-02-11 00:00:00,000;"Ganjlik";4850
2026-02-12 00:00:00,000;"Ganjlik";18760
2026-02-12 00:00:00,000;"Ganjlik";5323
2026-02-12 00:00:00,000;"Ganjlik";16183
2026-02-13 00:00:00,000;"Ganjlik";5874
2026-02-13 00:00:00,000;"Ganjlik";17539
2026-02-13 00:00:00,000;"Ganjlik";19863
2026-02-14 00:00:00,000;"Ganjlik";17018
2026-02-14 00:00:00,000;"Ganjlik";5116
2026-02-14 00:00:00,000;"Ganjlik";15143
2026-02-15 00:00:00,000;"Ganjlik";11712
2026-02-15 00:00:00,000;"Ganjlik";3820
2026-02-15 00:00:00,000;"Ganjlik";12876
2026-02-16 00:00:00,000;"Ganjlik";26240
2026-02-16 00:00:00,000;"Ganjlik";27839
2026-02-16 00:00:00,000;"Ganjlik";7312
2026-02-17 00:00:00,000;"Ganjlik";7501
2026-02-17 00:00:00,000;"Ganjlik";27996
2026-02-17 00:00:00,000;"Ganjlik";25964
2026-02-18 00:00:00,000;"Ganjlik";32150
2026-02-18 00:00:00,000;"Ganjlik";9139
2026-02-18 00:00:00,000;"Ganjlik";31597
2026-02-19 00:00:00,000;"Ganjlik";25954
2026-02-19 00:00:00,000;"Ganjlik";6732
2026-02-19 00:00:00,000;"Ganjlik";24502
2026-02-20 00:00:00,000;"Ganjlik";25755
2026-02-20 00:00:00,000;"Ganjlik";6836
2026-02-20 00:00:00,000;"Ganjlik";23984
2026-02-21 00:00:00,000;"Ganjlik";15008
2026-02-21 00:00:00,000;"Ganjlik";4147
2026-02-21 00:00:00,000;"Ganjlik";13619
2026-02-22 00:00:00,000;"Ganjlik";10460
2026-02-22 00:00:00,000;"Ganjlik";2915
2026-02-22 00:00:00,000;"Ganjlik";9366
2026-02-23 00:00:00,000;"Ganjlik";6774
2026-02-23 00:00:00,000;"Ganjlik";25152
2026-02-23 00:00:00,000;"Ganjlik";26221
2026-02-24 00:00:00,000;"Ganjlik";3562
2026-02-24 00:00:00,000;"Ganjlik";25704
2026-02-24 00:00:00,000;"Ganjlik";6482
2026-02-25 00:00:00,000;"Ganjlik";25404
2026-02-25 00:00:00,000;"Ganjlik";5246
2026-02-25 00:00:00,000;"Ganjlik";46386
2026-02-26 00:00:00,000;"Ganjlik";25352
2026-02-26 00:00:00,000;"Ganjlik";7681
2026-02-26 00:00:00,000;"Ganjlik";24365
2026-02-27 00:00:00,000;"Ganjlik";24900
2026-02-27 00:00:00,000;"Ganjlik";6496
2026-02-27 00:00:00,000;"Ganjlik";23906
2026-02-28 00:00:00,000;"Ganjlik";13986
2026-02-28 00:00:00,000;"Ganjlik";3724
2026-02-28 00:00:00,000;"Ganjlik";13223
2026-01-01 00:00:00,000;"Ganjlik";799
2026-01-02 00:00:00,000;"Ganjlik";537
2026-01-03 00:00:00,000;"Ganjlik";838
2026-01-04 00:00:00,000;"Ganjlik";682
2026-01-05 00:00:00,000;"Ganjlik";815
2026-01-06 00:00:00,000;"Ganjlik";849
2026-01-07 00:00:00,000;"Ganjlik";841
2026-01-08 00:00:00,000;"Ganjlik";793
2026-01-09 00:00:00,000;"Ganjlik";801
2026-01-10 00:00:00,000;"Ganjlik";741
2026-01-11 00:00:00,000;"Ganjlik";670
2026-01-12 00:00:00,000;"Ganjlik";854
2026-01-13 00:00:00,000;"Ganjlik";782
2026-01-14 00:00:00,000;"Ganjlik";668
2026-01-15 00:00:00,000;"Ganjlik";767
2026-01-16 00:00:00,000;"Ganjlik";871
2026-01-17 00:00:00,000;"Ganjlik";698
2026-01-18 00:00:00,000;"Ganjlik";499
2026-01-19 00:00:00,000;"Ganjlik";866
2026-01-20 00:00:00,000;"Ganjlik";534
2026-01-21 00:00:00,000;"Ganjlik";1146
2026-01-22 00:00:00,000;"Ganjlik";760
2026-01-23 00:00:00,000;"Ganjlik";832
2026-01-24 00:00:00,000;"Ganjlik";707
2026-01-25 00:00:00,000;"Ganjlik";574
2026-01-26 00:00:00,000;"Ganjlik";833
2026-01-27 00:00:00,000;"Ganjlik";912
2026-01-28 00:00:00,000;"Ganjlik";911
2026-01-29 00:00:00,000;"Ganjlik";872
2026-01-30 00:00:00,000;"Ganjlik";903
2026-01-31 00:00:00,000;"Ganjlik";840
2026-02-01 00:00:00,000;"Ganjlik";685
2026-02-02 00:00:00,000;"Ganjlik";911
2026-02-03 00:00:00,000;"Ganjlik";857
2026-02-04 00:00:00,000;"Ganjlik";659
2026-02-05 00:00:00,000;"Ganjlik";725
2026-02-06 00:00:00,000;"Ganjlik";872
2026-02-07 00:00:00,000;"Ganjlik";786
2026-02-08 00:00:00,000;"Ganjlik";703
2026-02-09 00:00:00,000;"Ganjlik";893
2026-02-10 00:00:00,000;"Ganjlik";785
2026-02-11 00:00:00,000;"Ganjlik";826
2026-02-12 00:00:00,000;"Ganjlik";837
2026-02-13 00:00:00,000;"Ganjlik";974
2026-02-14 00:00:00,000;"Ganjlik";931
2026-02-15 00:00:00,000;"Ganjlik";712
2026-02-16 00:00:00,000;"Ganjlik";954
2026-02-17 00:00:00,000;"Ganjlik";999
2026-02-18 00:00:00,000;"Ganjlik";1463
2026-02-19 00:00:00,000;"Ganjlik";875
2026-02-20 00:00:00,000;"Ganjlik";885
2026-02-21 00:00:00,000;"Ganjlik";810
2026-02-22 00:00:00,000;"Ganjlik";695
2026-02-23 00:00:00,000;"Ganjlik";964
2026-02-24 00:00:00,000;"Ganjlik";844
2026-02-25 00:00:00,000;"Ganjlik";900
2026-02-26 00:00:00,000;"Ganjlik";846
2026-02-27 00:00:00,000;"Ganjlik";814
2026-02-28 00:00:00,000;"Ganjlik";711
2026-01-01 00:00:00,000;"Gara Garayev";7101
2026-01-01 00:00:00,000;"Gara Garayev";1408
2026-01-01 00:00:00,000;"Gara Garayev";2853
2026-01-02 00:00:00,000;"Gara Garayev";6832
2026-01-02 00:00:00,000;"Gara Garayev";1313
2026-01-02 00:00:00,000;"Gara Garayev";2516
2026-01-03 00:00:00,000;"Gara Garayev";9930
2026-01-03 00:00:00,000;"Gara Garayev";2055
2026-01-03 00:00:00,000;"Gara Garayev";3809
2026-01-04 00:00:00,000;"Gara Garayev";1800
2026-01-04 00:00:00,000;"Gara Garayev";3569
2026-01-04 00:00:00,000;"Gara Garayev";8693
2026-01-05 00:00:00,000;"Gara Garayev";14861
2026-01-05 00:00:00,000;"Gara Garayev";3056
2026-01-05 00:00:00,000;"Gara Garayev";6229
2026-01-06 00:00:00,000;"Gara Garayev";15321
2026-01-06 00:00:00,000;"Gara Garayev";3019
2026-01-06 00:00:00,000;"Gara Garayev";6430
2026-01-07 00:00:00,000;"Gara Garayev";3083
2026-01-07 00:00:00,000;"Gara Garayev";6130
2026-01-07 00:00:00,000;"Gara Garayev";14802
2026-01-08 00:00:00,000;"Gara Garayev";6406
2026-01-08 00:00:00,000;"Gara Garayev";3027
2026-01-08 00:00:00,000;"Gara Garayev";14723
2026-01-09 00:00:00,000;"Gara Garayev";2993
2026-01-09 00:00:00,000;"Gara Garayev";6758
2026-01-09 00:00:00,000;"Gara Garayev";14815
2026-01-10 00:00:00,000;"Gara Garayev";11714
2026-01-10 00:00:00,000;"Gara Garayev";2382
2026-01-10 00:00:00,000;"Gara Garayev";5219
2026-01-11 00:00:00,000;"Gara Garayev";8514
2026-01-11 00:00:00,000;"Gara Garayev";1772
2026-01-11 00:00:00,000;"Gara Garayev";3928
2026-01-12 00:00:00,000;"Gara Garayev";15401
2026-01-12 00:00:00,000;"Gara Garayev";2923
2026-01-12 00:00:00,000;"Gara Garayev";5899
2026-01-13 00:00:00,000;"Gara Garayev";14470
2026-01-13 00:00:00,000;"Gara Garayev";2815
2026-01-14 00:00:00,000;"Gara Garayev";13207
2026-01-14 00:00:00,000;"Gara Garayev";2626
2026-01-14 00:00:00,000;"Gara Garayev";13925
2026-01-15 00:00:00,000;"Gara Garayev";3323
2026-01-15 00:00:00,000;"Gara Garayev";6769
2026-01-15 00:00:00,000;"Gara Garayev";14000
2026-01-16 00:00:00,000;"Gara Garayev";15082
2026-01-16 00:00:00,000;"Gara Garayev";3234
2026-01-16 00:00:00,000;"Gara Garayev";7202
2026-01-17 00:00:00,000;"Gara Garayev";11505
2026-01-17 00:00:00,000;"Gara Garayev";2277
2026-01-17 00:00:00,000;"Gara Garayev";5580
2026-01-18 00:00:00,000;"Gara Garayev";7375
2026-01-18 00:00:00,000;"Gara Garayev";1468
2026-01-18 00:00:00,000;"Gara Garayev";3819
2026-01-19 00:00:00,000;"Gara Garayev";14626
2026-01-19 00:00:00,000;"Gara Garayev";2881
2026-01-19 00:00:00,000;"Gara Garayev";6979
2026-01-20 00:00:00,000;"Gara Garayev";8050
2026-01-20 00:00:00,000;"Gara Garayev";1580
2026-01-20 00:00:00,000;"Gara Garayev";4079
2026-01-21 00:00:00,000;"Gara Garayev";13651
2026-01-21 00:00:00,000;"Gara Garayev";2785
2026-01-21 00:00:00,000;"Gara Garayev";7107
2026-01-22 00:00:00,000;"Gara Garayev";14129
2026-01-22 00:00:00,000;"Gara Garayev";2744
2026-01-22 00:00:00,000;"Gara Garayev";7159
2026-01-23 00:00:00,000;"Gara Garayev";14658
2026-01-23 00:00:00,000;"Gara Garayev";2946
2026-01-23 00:00:00,000;"Gara Garayev";7553
2026-01-24 00:00:00,000;"Gara Garayev";11404
2026-01-24 00:00:00,000;"Gara Garayev";2299
2026-01-24 00:00:00,000;"Gara Garayev";5680
2026-01-25 00:00:00,000;"Gara Garayev";7956
2026-01-25 00:00:00,000;"Gara Garayev";1649
2026-01-25 00:00:00,000;"Gara Garayev";4512
2026-01-26 00:00:00,000;"Gara Garayev";14513
2026-01-26 00:00:00,000;"Gara Garayev";2821
2026-01-26 00:00:00,000;"Gara Garayev";7550
2026-01-27 00:00:00,000;"Gara Garayev";13968
2026-01-27 00:00:00,000;"Gara Garayev";2826
2026-01-27 00:00:00,000;"Gara Garayev";7992
2026-01-28 00:00:00,000;"Gara Garayev";13912
2026-01-28 00:00:00,000;"Gara Garayev";2626
2026-01-28 00:00:00,000;"Gara Garayev";7438
2026-01-29 00:00:00,000;"Gara Garayev";7253
2026-01-29 00:00:00,000;"Gara Garayev";13514
2026-01-29 00:00:00,000;"Gara Garayev";2684
2026-01-30 00:00:00,000;"Gara Garayev";14413
2026-01-30 00:00:00,000;"Gara Garayev";2773
2026-01-30 00:00:00,000;"Gara Garayev";7950
2026-01-31 00:00:00,000;"Gara Garayev";2290
2026-01-31 00:00:00,000;"Gara Garayev";11751
2026-01-31 00:00:00,000;"Gara Garayev";6535
2026-02-01 00:00:00,000;"Gara Garayev";8594
2026-02-01 00:00:00,000;"Gara Garayev";1680
2026-02-01 00:00:00,000;"Gara Garayev";5100
2026-02-02 00:00:00,000;"Gara Garayev";13911
2026-02-02 00:00:00,000;"Gara Garayev";2731
2026-02-02 00:00:00,000;"Gara Garayev";7518
2026-02-03 00:00:00,000;"Gara Garayev";6932
2026-02-03 00:00:00,000;"Gara Garayev";2349
2026-02-03 00:00:00,000;"Gara Garayev";12738
2026-02-04 00:00:00,000;"Gara Garayev";2241
2026-02-04 00:00:00,000;"Gara Garayev";6795
2026-02-04 00:00:00,000;"Gara Garayev";11873
2026-02-05 00:00:00,000;"Gara Garayev";2564
2026-02-05 00:00:00,000;"Gara Garayev";12392
2026-02-05 00:00:00,000;"Gara Garayev";7230
2026-02-06 00:00:00,000;"Gara Garayev";13431
2026-02-06 00:00:00,000;"Gara Garayev";2662
2026-02-06 00:00:00,000;"Gara Garayev";7784
2026-02-07 00:00:00,000;"Gara Garayev";6749
2026-02-07 00:00:00,000;"Gara Garayev";11467
2026-02-07 00:00:00,000;"Gara Garayev";2260
2026-02-08 00:00:00,000;"Gara Garayev";8423
2026-02-08 00:00:00,000;"Gara Garayev";1790
2026-02-08 00:00:00,000;"Gara Garayev";5343
2026-02-09 00:00:00,000;"Gara Garayev";13762
2026-02-09 00:00:00,000;"Gara Garayev";2833
2026-02-09 00:00:00,000;"Gara Garayev";8007
2026-02-10 00:00:00,000;"Gara Garayev";12060
2026-02-10 00:00:00,000;"Gara Garayev";2523
2026-02-10 00:00:00,000;"Gara Garayev";7113
2026-02-11 00:00:00,000;"Gara Garayev";12806
2026-02-11 00:00:00,000;"Gara Garayev";7815
2026-02-11 00:00:00,000;"Gara Garayev";2726
2026-02-12 00:00:00,000;"Gara Garayev";13555
2026-02-12 00:00:00,000;"Gara Garayev";2827
2026-02-12 00:00:00,000;"Gara Garayev";8065
2026-02-13 00:00:00,000;"Gara Garayev";13910
2026-02-13 00:00:00,000;"Gara Garayev";2982
2026-02-13 00:00:00,000;"Gara Garayev";8404
2026-02-14 00:00:00,000;"Gara Garayev";12189
2026-02-14 00:00:00,000;"Gara Garayev";2547
2026-02-14 00:00:00,000;"Gara Garayev";7694
2026-02-15 00:00:00,000;"Gara Garayev";5703
2026-02-15 00:00:00,000;"Gara Garayev";1883
2026-02-15 00:00:00,000;"Gara Garayev";8368
2026-02-16 00:00:00,000;"Gara Garayev";9417
2026-02-16 00:00:00,000;"Gara Garayev";14868
2026-02-16 00:00:00,000;"Gara Garayev";2987
2026-02-17 00:00:00,000;"Gara Garayev";3138
2026-02-17 00:00:00,000;"Gara Garayev";14946
2026-02-17 00:00:00,000;"Gara Garayev";9522
2026-02-18 00:00:00,000;"Gara Garayev";15042
2026-02-18 00:00:00,000;"Gara Garayev";3084
2026-02-18 00:00:00,000;"Gara Garayev";9897
2026-02-19 00:00:00,000;"Gara Garayev";14019
2026-02-19 00:00:00,000;"Gara Garayev";2918
2026-02-19 00:00:00,000;"Gara Garayev";9122
2026-02-20 00:00:00,000;"Gara Garayev";14302
2026-02-20 00:00:00,000;"Gara Garayev";2991
2026-02-20 00:00:00,000;"Gara Garayev";9551
2026-02-21 00:00:00,000;"Gara Garayev";10852
2026-02-21 00:00:00,000;"Gara Garayev";2144
2026-02-21 00:00:00,000;"Gara Garayev";7073
2026-02-22 00:00:00,000;"Gara Garayev";5118
2026-02-22 00:00:00,000;"Gara Garayev";7395
2026-02-22 00:00:00,000;"Gara Garayev";1518
2026-02-23 00:00:00,000;"Gara Garayev";14198
2026-02-23 00:00:00,000;"Gara Garayev";2823
2026-02-23 00:00:00,000;"Gara Garayev";9584
2026-02-24 00:00:00,000;"Gara Garayev";4185
2026-02-24 00:00:00,000;"Gara Garayev";13757
2026-02-24 00:00:00,000;"Gara Garayev";2667
2026-02-25 00:00:00,000;"Gara Garayev";13736
2026-02-25 00:00:00,000;"Gara Garayev";2394
2026-02-25 00:00:00,000;"Gara Garayev";14588
2026-02-26 00:00:00,000;"Gara Garayev";3107
2026-02-26 00:00:00,000;"Gara Garayev";9171
2026-02-26 00:00:00,000;"Gara Garayev";13748
2026-02-27 00:00:00,000;"Gara Garayev";13826
2026-02-27 00:00:00,000;"Gara Garayev";2675
2026-02-27 00:00:00,000;"Gara Garayev";9334
2026-02-28 00:00:00,000;"Gara Garayev";10054
2026-02-28 00:00:00,000;"Gara Garayev";2055
2026-02-28 00:00:00,000;"Gara Garayev";6837
2026-01-01 00:00:00,000;"Gara Garayev";521
2026-01-02 00:00:00,000;"Gara Garayev";439
2026-01-03 00:00:00,000;"Gara Garayev";701
2026-01-04 00:00:00,000;"Gara Garayev";541
2026-01-05 00:00:00,000;"Gara Garayev";830
2026-01-06 00:00:00,000;"Gara Garayev";755
2026-01-07 00:00:00,000;"Gara Garayev";825
2026-01-08 00:00:00,000;"Gara Garayev";851
2026-01-09 00:00:00,000;"Gara Garayev";867
2026-01-10 00:00:00,000;"Gara Garayev";624
2026-01-11 00:00:00,000;"Gara Garayev";610
2026-01-12 00:00:00,000;"Gara Garayev";833
2026-01-13 00:00:00,000;"Gara Garayev";857
2026-01-14 00:00:00,000;"Gara Garayev";793
2026-01-15 00:00:00,000;"Gara Garayev";828
2026-01-16 00:00:00,000;"Gara Garayev";802
2026-01-17 00:00:00,000;"Gara Garayev";708
2026-01-18 00:00:00,000;"Gara Garayev";419
2026-01-19 00:00:00,000;"Gara Garayev";785
2026-01-20 00:00:00,000;"Gara Garayev";528
2026-01-21 00:00:00,000;"Gara Garayev";759
2026-01-22 00:00:00,000;"Gara Garayev";807
2026-01-23 00:00:00,000;"Gara Garayev";821
2026-01-24 00:00:00,000;"Gara Garayev";608
2026-01-25 00:00:00,000;"Gara Garayev";495
2026-01-26 00:00:00,000;"Gara Garayev";748
2026-01-27 00:00:00,000;"Gara Garayev";841
2026-01-28 00:00:00,000;"Gara Garayev";886
2026-01-29 00:00:00,000;"Gara Garayev";763
2026-01-30 00:00:00,000;"Gara Garayev";839
2026-01-31 00:00:00,000;"Gara Garayev";736
2026-02-01 00:00:00,000;"Gara Garayev";543
2026-02-02 00:00:00,000;"Gara Garayev";887
2026-02-03 00:00:00,000;"Gara Garayev";733
2026-02-04 00:00:00,000;"Gara Garayev";756
2026-02-05 00:00:00,000;"Gara Garayev";720
2026-02-06 00:00:00,000;"Gara Garayev";892
2026-02-07 00:00:00,000;"Gara Garayev";696
2026-02-08 00:00:00,000;"Gara Garayev";607
2026-02-09 00:00:00,000;"Gara Garayev";827
2026-02-10 00:00:00,000;"Gara Garayev";754
2026-02-11 00:00:00,000;"Gara Garayev";781
2026-02-12 00:00:00,000;"Gara Garayev";862
2026-02-13 00:00:00,000;"Gara Garayev";852
2026-02-14 00:00:00,000;"Gara Garayev";790
2026-02-15 00:00:00,000;"Gara Garayev";531
2026-02-16 00:00:00,000;"Gara Garayev";844
2026-02-17 00:00:00,000;"Gara Garayev";808
2026-02-18 00:00:00,000;"Gara Garayev";775
2026-02-19 00:00:00,000;"Gara Garayev";790
2026-02-20 00:00:00,000;"Gara Garayev";806
2026-02-21 00:00:00,000;"Gara Garayev";699
2026-02-22 00:00:00,000;"Gara Garayev";505
2026-02-23 00:00:00,000;"Gara Garayev";764
2026-02-24 00:00:00,000;"Gara Garayev";699
2026-02-25 00:00:00,000;"Gara Garayev";797
2026-02-26 00:00:00,000;"Gara Garayev";750
2026-02-27 00:00:00,000;"Gara Garayev";835
2026-02-28 00:00:00,000;"Gara Garayev";645
2026-01-01 00:00:00,000;"Hazi Aslanov";6018
2026-01-01 00:00:00,000;"Hazi Aslanov";1333
2026-01-01 00:00:00,000;"Hazi Aslanov";2493
2026-01-02 00:00:00,000;"Hazi Aslanov";5460
2026-01-02 00:00:00,000;"Hazi Aslanov";1107
2026-01-02 00:00:00,000;"Hazi Aslanov";2322
2026-01-03 00:00:00,000;"Hazi Aslanov";7808
2026-01-03 00:00:00,000;"Hazi Aslanov";1691
2026-01-03 00:00:00,000;"Hazi Aslanov";3278
2026-01-04 00:00:00,000;"Hazi Aslanov";6817
2026-01-04 00:00:00,000;"Hazi Aslanov";1482
2026-01-04 00:00:00,000;"Hazi Aslanov";2923
2026-01-05 00:00:00,000;"Hazi Aslanov";10499
2026-01-05 00:00:00,000;"Hazi Aslanov";2371
2026-01-05 00:00:00,000;"Hazi Aslanov";4905
2026-01-06 00:00:00,000;"Hazi Aslanov";10850
2026-01-06 00:00:00,000;"Hazi Aslanov";2322
2026-01-06 00:00:00,000;"Hazi Aslanov";5174
2026-01-07 00:00:00,000;"Hazi Aslanov";2453
2026-01-07 00:00:00,000;"Hazi Aslanov";5041
2026-01-07 00:00:00,000;"Hazi Aslanov";10612
2026-01-08 00:00:00,000;"Hazi Aslanov";10636
2026-01-08 00:00:00,000;"Hazi Aslanov";5123
2026-01-08 00:00:00,000;"Hazi Aslanov";2296
2026-01-09 00:00:00,000;"Hazi Aslanov";10805
2026-01-09 00:00:00,000;"Hazi Aslanov";2450
2026-01-09 00:00:00,000;"Hazi Aslanov";5449
2026-01-10 00:00:00,000;"Hazi Aslanov";8828
2026-01-10 00:00:00,000;"Hazi Aslanov";1969
2026-01-10 00:00:00,000;"Hazi Aslanov";4300
2026-01-11 00:00:00,000;"Hazi Aslanov";7162
2026-01-11 00:00:00,000;"Hazi Aslanov";3609
2026-01-11 00:00:00,000;"Hazi Aslanov";1563
2026-01-12 00:00:00,000;"Hazi Aslanov";10498
2026-01-12 00:00:00,000;"Hazi Aslanov";2262
2026-01-12 00:00:00,000;"Hazi Aslanov";4636
2026-01-13 00:00:00,000;"Hazi Aslanov";10434
2026-01-13 00:00:00,000;"Hazi Aslanov";2186
2026-01-14 00:00:00,000;"Hazi Aslanov";9221
2026-01-14 00:00:00,000;"Hazi Aslanov";1938
2026-01-14 00:00:00,000;"Hazi Aslanov";11121
2026-01-15 00:00:00,000;"Hazi Aslanov";2654
2026-01-15 00:00:00,000;"Hazi Aslanov";5304
2026-01-15 00:00:00,000;"Hazi Aslanov";10290
2026-01-16 00:00:00,000;"Hazi Aslanov";10721
2026-01-16 00:00:00,000;"Hazi Aslanov";2291
2026-01-16 00:00:00,000;"Hazi Aslanov";5832
2026-01-17 00:00:00,000;"Hazi Aslanov";8829
2026-01-17 00:00:00,000;"Hazi Aslanov";1946
2026-01-17 00:00:00,000;"Hazi Aslanov";4640
2026-01-18 00:00:00,000;"Hazi Aslanov";6044
2026-01-18 00:00:00,000;"Hazi Aslanov";1282
2026-01-18 00:00:00,000;"Hazi Aslanov";3290
2026-01-19 00:00:00,000;"Hazi Aslanov";10359
2026-01-19 00:00:00,000;"Hazi Aslanov";2138
2026-01-19 00:00:00,000;"Hazi Aslanov";5586
2026-01-20 00:00:00,000;"Hazi Aslanov";1279
2026-01-20 00:00:00,000;"Hazi Aslanov";3399
